,Key,Topic,Substance,Class,Document
14289,35_2c-p,35,2c-p,Serotonergic psychedelics,had suggested intrarectal administration . he told me that this causes the greatest rush increases duration and preserves your supply . i had never plugged a chemical before and this was
14290,6_2c-p,6,2c-p,Serotonergic psychedelics,have eaten in the last hours will most likely cause you to vomit . i rate this as an average dose for an average tripper . not for inexperienced users nor
14291,78_2c-p,78,2c-p,Serotonergic psychedelics,first it pretty close to the actual game but it becomes more surreal with each passing moment . headshots play and rewind at rapid morph and do very strange things running
14292,15_2c-p,15,2c-p,Serotonergic psychedelics,' this is everything with a capitol e folks . everything all of life matter time and space within this . above the small black object are the words ' i
14293,7_2c-p,7,2c-p,Serotonergic psychedelics,experiences in my tripping experience thus far so i remember it quite once upon a time my friend t and i had DATE DATE DATE saturday free so we woke up
14294,17_2c-p,17,2c-p,Serotonergic psychedelics,saying you do do exactly what i say i kill you ' . and so long as we can be scared of that and so long as we can be made
14295,35_2c-p,35,2c-p,Serotonergic psychedelics,i was definitely done rising hours after dosing but in the middle of a very long plateau . i reiterated do give up hope . by now most of the most
14296,1_2c-p,1,2c-p,Serotonergic psychedelics,now most of the most toxic feeling effects were mostly gone my veins were no longer grotesquely dilated my heart beat at a much calmer pace my head did not feel
14297,22_2c-p,22,2c-p,Serotonergic psychedelics,like it was on its last legs . my heart felt worse then any other time in my life worse then even the most serious mdma binges i gone on .
14298,9_2c-p,9,2c-p,Serotonergic psychedelics,kaleidoscopes became less detailed seemed to loose their definition their character . the after images slowly loss there abiolity to produce entire recreations of what i looked at instead only giving
14299,81_2c-p,81,2c-p,Serotonergic psychedelics,never know how inaccurate my scale was or if an extra mg could really have extended the length of my trip by at least double and the intensity by triple fold
14300,40_2c-p,40,2c-p,Serotonergic psychedelics,and another girl . they were very messed up . each person stood out big time and the way i felt was unexplainable . by or i started to feel like
14301,9_2c-p,9,2c-p,Serotonergic psychedelics,what i looked at instead only giving me general out lines of objects that were slowly lost to the beams of light that composed the visuals . the colored beams and
14302,2_2c-p,2,2c-p,Serotonergic psychedelics,were still entertaining and i even played some guitar along to sci . this was short lived though . in the end i crawled in my bed under a blanket where
14303,22_2c-p,22,2c-p,Serotonergic psychedelics,walking by us in a stroller responded so we decided against taking the mdma and slowly walked back home . it took us about an hour to get home and i
14304,4_2c-p,4,2c-p,Serotonergic psychedelics,the chemicals were bunk so he went into the other room with his during the time they were away i began to feel very awkward . i felt that i was
14305,26_2c-p,26,2c-p,Serotonergic psychedelics,processes at once . although very interesting to have one brain think at such a rate it made me feel very mentally uneasy so i decided to dive into the visuals
14306,78_2c-p,78,2c-p,Serotonergic psychedelics,visuals were still strong and as if some sort of a cosmic reward for having passed through the trial for having let go of our selves and released our clutch on
14307,31_2c-p,31,2c-p,Serotonergic psychedelics,where i really have to devote my day to it . i like the very slow buildup . if i had been thrown into that kind of a peak quickly i
14308,18_2c-p,18,2c-p,Serotonergic psychedelics,hour trip . sleeping is not as hard with this route because the effects fade faster . i do not snort large amounts at once as the speed of the come
14309,24_2c-p,24,2c-p,Serotonergic psychedelics,giggling . visuals are very present some of the best i have had in a long long time . bright colors and detailed are the main triggers for the visuals .
14310,16_2c-p,16,2c-p,Serotonergic psychedelics,to other psychedelics during the peak effects the perception of the speed of passage of time and relatedly visual effects is very heavily mediated by the bodily component of the trip
14311,17_2c-p,17,2c-p,Serotonergic psychedelics,way off to the right at where the ceiling connects to the wall is an infinity symbol surrounded by three short thick strokes implying motion and change . this is infinity
14312,57_2c-t-7,57,2c-t-7,Serotonergic psychedelics,will give you a solid four hours of hard tripping . the upswing is very fast as is the downswing . the tail hours are very pleasant assuming you not super
14313,39_4-aco-dmt,39,4-aco-dmt,Serotonergic psychedelics,began to glow a deep forest green . is my favorite i thought and the longer i stared the greener it became . i was uncomfortable and agitated and wanting the
14314,4_4-aco-dmt,4,4-aco-dmt,Serotonergic psychedelics,before that he even sure if he wanted to trip that night checked his heart rate and kinda started to freak a bit he vomited and sat back down and continued
14315,11_4-aco-dmt,11,4-aco-dmt,Serotonergic psychedelics,what seemed to be an hour or two only to find that a minute had passed . it was at this point that i realized i was going to have a
14316,26_4-aco-dmt,26,4-aco-dmt,Serotonergic psychedelics,. it was at this point that i realized i was going to have a long night . ideas were flowing extremely fast and i did elaborate on each thought much
14317,23_4-aco-dmt,23,4-aco-dmt,Serotonergic psychedelics,minutes after dosing we sit on the couch for a bit yet and decide its time to go out on the porch for a cigarette we turn off the live at
14318,65_4-aco-dmt,65,4-aco-dmt,Serotonergic psychedelics,based on further reflection and discussion of instinctual arousal of fear in humans i no longer support this conclusion . following the assumption that such negative emotions are not in fact
14319,-1_4-aco-det,-1,4-aco-det,Serotonergic psychedelics,about PERSON PERSON . the theories of early psychoanalysts have all stood the test of time . they say more about the originators than of humans in nearly back to baseline
14320,35_4-aco-det,35,4-aco-det,Serotonergic psychedelics,my second trial ' and it seems has a steep dose curve and a very quick tolerance build at approximately ' e ' and i orally ingested about of . after
14321,66_4-aco-det,66,4-aco-det,Serotonergic psychedelics,the same buzz and no increase i decided to put everything tolerance sets in really fast with and after all the redosing we never got more than above a . adding
14322,-1_4-aco-det,-1,4-aco-det,Serotonergic psychedelics,weed it probably have kicked it up a lot more . the alcohol at the slow rate of ingestion seemed to make the come up smooth and keep the buzz riding
14323,-1_4-aco-det,-1,4-aco-det,Serotonergic psychedelics,of my inmost self as being something totally abstract intangible and outside the bounds of time and space . i wondered if pronouns like ' and ' i ' refer to
14324,32_4-aco-det,32,4-aco-det,Serotonergic psychedelics,single consistent effect of lsd even such seemingly ubiquitous phenomena as visual hallucinations or pupil dilation were occasionally absent in sessions i get the sense that shares that mysterious quality of
14325,-1_4-aco-det,-1,4-aco-det,Serotonergic psychedelics,as if booming over the vast distances of this landscape reverberating off the mountainsides into infinity . this was the final nail in the coffin for me to become unequivocally convinced
14326,-1_4-aco-det,-1,4-aco-det,Serotonergic psychedelics,submit to death . i tried explaining this via text message to a but i quickly realized that this was virtually impossible so i gave through the whole experience i maintained
14327,-1_4-aco-det,-1,4-aco-det,Serotonergic psychedelics,was not me PERSON but rather a cosmic consciousness that superceded all of space and time . it was like remembering who i really am . more than blissful i felt
14328,15_4-aco-det,15,4-aco-det,Serotonergic psychedelics,before me living and dying while ' i ' remained eternal and unshaken by the passing of lives or then i felt some sort of cosmic register a realization that there
