,Topic Nr,Topic,Substance,Class,Document
1688,45,045 - colors - color - white,2c-i,Serotonergic psychedelics,"...green so dark it was almost black man that was great even if a bit quick it took almost all the focus i could gather just to participate feeeling wonderful now... - TBS:0.959  (<a href=https://erowid.org/experiences/exp.php?ID=35454#:~:text=green%20so%20dark,feeeling%20wonderful%20now>URL</a>)"
2205,45,045 - colors - color - white,2c-i,Serotonergic psychedelics,"...not made of white , made of a bunch of different colors . white no longer listening to the kovenant acid theater , and contemplating what to do we went for... - TBS:0.858  (<a href=https://erowid.org/experiences/exp.php?ID=31924#:~:text=not%20made%20of,we%20went%20for>URL</a>)"
2696,45,045 - colors - color - white,2c-i,Serotonergic psychedelics,"...just my paranoid conscience . when we stopped at this park i took a good long look around , and saw everything in colors . not really solid colors , but... - TBS:0.75  (<a href=https://erowid.org/experiences/exp.php?ID=27676#:~:text=just%20my%20paranoid,solid%20colors,%20but>URL</a>)"
2708,45,045 - colors - color - white,2c-i,Serotonergic psychedelics,"...of colors at once by just picturing something besides rainbows if marijuana is smoked any time during the peak , the visuals are sent into a new level entirely that can... - TBS:0.748  (<a href=https://erowid.org/experiences/exp.php?ID=32849#:~:text=of%20colors%20at,entirely%20that%20can>URL</a>)"
1490,45,045 - colors - color - white,2c-p,Serotonergic psychedelics,"...a pink , red , and orange hue to it . i say of the time that how my field of vision was , and the other i could see it... - TBS:0.996  (<a href=https://erowid.org/experiences/exp.php?ID=103845#:~:text=a%20pink,%20red,,could%20see%20it>URL</a>)"
1666,45,045 - colors - color - white,4-aco-dmt,Serotonergic psychedelics,"...in the same way an afterimage does after one stares at the sun for too long . yellow , then red , then purple , then blue , then back to... - TBS:0.963  (<a href=https://erowid.org/experiences/exp.php?ID=116277#:~:text=in%20the%20same,then%20back%20to>URL</a>)"
2678,45,045 - colors - color - white,4-aco-dmt,Serotonergic psychedelics,"...and more . they were bright and glowing , and they started to swirl in slow circles . they had a faint rainbow glow around them . i felt like i... - TBS:0.753  (<a href=https://erowid.org/experiences/exp.php?ID=113660#:~:text=and%20more.%20they,felt%20like%20i>URL</a>)"
2701,45,045 - colors - color - white,4-aco-dmt,Serotonergic psychedelics,"...are quite intense , things appear to be . between now and visuals continue getting slowly stronger , more glowing of objects , things start changing colour and appear to be... - TBS:0.749  (<a href=https://erowid.org/experiences/exp.php?ID=76235#:~:text=are%20quite%20intense,,appear%20to%20be>URL</a>)"
2714,45,045 - colors - color - white,4-aco-dmt,Serotonergic psychedelics,".... everything was a color . even the clear blue sky became nauseating . i slowly became obsessed with the fact that the color yellow was missing from the slowly disappearing... - TBS:0.746  (<a href=https://erowid.org/experiences/exp.php?ID=93308#:~:text=.%20everything%20was,the%20slowly%20disappearing>URL</a>)"
2544,45,045 - colors - color - white,5-meo-amt,Serotonergic psychedelics,"...everything has that delicate shine to it . everything looks shinier and more i am slowly feeding myself sandwiches . i have very little appetite , but i made the sandwiches... - TBS:0.784  (<a href=https://erowid.org/experiences/exp.php?ID=28050#:~:text=everything%20has%20that,made%20the%20sandwiches>URL</a>)"
2778,45,045 - colors - color - white,5-meo-dipt,Serotonergic psychedelics,"..., very nice . this material feels like the sister to the toad venom , slower but the same deep , earthy content . very minor visual changes with either open... - TBS:0.731  (<a href=https://erowid.org/experiences/exp.php?ID=72589#:~:text=,%20very%20nice.,with%20either%20open>URL</a>)"
1484,45,045 - colors - color - white,5-meo-dmt,Serotonergic psychedelics,"...when we are gone her beautiful blues , greens , and whites will last far longer than us . his color was a blinding pure white inside with a surrounding purple... - TBS:0.997  (<a href=https://erowid.org/experiences/exp.php?ID=14482#:~:text=when%20we%20are,a%20surrounding%20purple>URL</a>)"
2060,45,045 - colors - color - white,5-meo-dmt,Serotonergic psychedelics,"...brilliant silver silver frying was what it felt like , and every color swimming by rapidly , and each color was perfect and clear . as this was happening i still... - TBS:0.889  (<a href=https://erowid.org/experiences/exp.php?ID=76531#:~:text=brilliant%20silver%20silver,happening%20I%20still>URL</a>)"
4454,45,045 - point - time - perception,amanita muscaria,Dissociative psychedelics,"...own head and i shouted from this point on i have no idea what the time was or in what order the events happened . my friend had a delusion that... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=84572#:~:text=own%20head%20and,a%20delusion%20that>URL</a>)"
4491,45,045 - point - time - perception,amanita muscaria,Dissociative psychedelics,"...this point but coherent typing was unfortunately pretty much impossible . everything was moving and time was very screwed up . i vaguely remember going downstairs and getting a glass of... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=45728#:~:text=this%20point%20but,a%20glass%20of>URL</a>)"
4599,45,045 - point - time - perception,amanita muscaria,Dissociative psychedelics,".... swaying to the beat , in my chair , i losing all sense of time . after this point , i ca give any timelines , because time simply did... - TBS:0.971  (<a href=https://erowid.org/experiences/exp.php?ID=41267#:~:text=.%20swaying%20to,time%20simply%20did>URL</a>)"
2698,45,045 - colors - color - white,anadenanthera colubrina,Serotonergic psychedelics,".... these seemed to be of a very different characteristic than my prior ones , slower and less colourful but far more defined and detailed . i first saw six or... - TBS:0.75  (<a href=https://erowid.org/experiences/exp.php?ID=73499#:~:text=.%20these%20seemed,saw%20six%20or>URL</a>)"
1396,45,045 - colors - color - white,argyreia nervosa,Serotonergic psychedelics,"...blue of the sky , interspersed with patches of yellow blossom . several people i passed were wearing yellow , and it seemed to me as if there was a conspiracy... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=70572#:~:text=blue%20of%20the,was%20a%20conspiracy>URL</a>)"
5290,45,045 - eat - suddently - concluded,datura spp.,Deliriants,"...eat anything few hours before comsumtion so i concluded that it could hit me pretty fast . after i read few stories i suddently felt scared and started thinking am i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=36795#:~:text=eat%20anything%20few,thinking%20am%20i>URL</a>)"
5328,45,045 - eat - suddently - concluded,datura spp.,Deliriants,"...eat anything few hours before comsumation so i concluded that it could hit me pretty fast . after i read few stories i suddently felt scared and started thinking am i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=27935#:~:text=eat%20anything%20few,thinking%20am%20i>URL</a>)"
5334,45,045 - eat - suddently - concluded,datura spp.,Deliriants,"...and swallowing . i was certainly more disorientated than usual though . after this point time becomes too distorted and events are hard to put in order but i will try... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=84372#:~:text=and%20swallowing.%20I,I%20will%20try>URL</a>)"
5408,45,045 - eat - suddently - concluded,dimenhydrinate,Deliriants,"...the movie . i had eaten in about hours so i expected it to hit quickly . within minutes i began to feel a strange feeling throughout my body , almost... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=48286#:~:text=the%20movie.%20I,my%20body,%20almost>URL</a>)"
5556,45,045 - eat - suddently - concluded,dimenhydrinate,Deliriants,"...eat anything . i asked to go outside i can see the earth revolving . fast is it going stef i do know , its one of those miniature scoreboards that... - TBS:0.883  (<a href=https://erowid.org/experiences/exp.php?ID=10129#:~:text=eat%20anything.%20I,miniature%20scoreboards%20that>URL</a>)"
2750,45,045 - colors - color - white,doc,Serotonergic psychedelics,"...much thought yet , despite their intensity . everything was morphing , crawling , with quick , neon hues . objects i looked at would become awash in different colors as... - TBS:0.737  (<a href=https://erowid.org/experiences/exp.php?ID=49923#:~:text=much%20thought%20yet,,different%20colors%20as>URL</a>)"
2664,45,045 - colors - color - white,doi,Serotonergic psychedelics,"...large , all wiggling . s looks strangely pixelated by this effect . everything leaves long tracers . even the tracers leave tracers . curved , thin lines of colored light... - TBS:0.755  (<a href=https://erowid.org/experiences/exp.php?ID=54224#:~:text=large,%20all%20wiggling.,of%20colored%20light>URL</a>)"
2085,45,045 - colors - color - white,dpt,Serotonergic psychedelics,"...the white that it used to be . because i heard that it oxidizes over time , i had no faith that it would work in any sort of form whatsoever... - TBS:0.885  (<a href=https://erowid.org/experiences/exp.php?ID=61818#:~:text=the%20white%20that,of%20form%20whatsoever>URL</a>)"
2432,45,045 - colors - color - white,dpt,Serotonergic psychedelics,"...deeper and deeper into them and images , visages began to appear . these danced swiftly along the ceiling as colors began to emerge from what was once a plain white... - TBS:0.813  (<a href=https://erowid.org/experiences/exp.php?ID=30353#:~:text=deeper%20and%20deeper,a%20plain%20white>URL</a>)"
4401,45,045 - point - time - perception,dxm,Dissociative psychedelics,"...face has melted onto my wrist . it is therefore impossible to find out the time , but fortunately the u of t , a is equipped with an penis as... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=1900#:~:text=face%20has%20melted,an%20penis%20as>URL</a>)"
2211,45,045 - colors - color - white,echinopsis pachanoi,Serotonergic psychedelics,"..., that i could turn the water from to gray if i stared at it long enough . passed a gentleman wearing a in colors that advised a good while a... - TBS:0.857  (<a href=https://erowid.org/experiences/exp.php?ID=106216#:~:text=,%20that%20I,good%20while%20a>URL</a>)"
2335,45,045 - colors - color - white,echinopsis pachanoi,Serotonergic psychedelics,"...colour fade from the world and become what we wanted it to eventually after a long journey which is to say a short journey also , we arrived at our destination... - TBS:0.836  (<a href=https://erowid.org/experiences/exp.php?ID=25862#:~:text=colour%20fade%20from,at%20our%20destination>URL</a>)"
2410,45,045 - colors - color - white,echinopsis pachanoi,Serotonergic psychedelics,"...pink could not be appropriate to the gay rights movement as they have come a long way over DATE DATE . they are not naive these days so i viewed their... - TBS:0.818  (<a href=https://erowid.org/experiences/exp.php?ID=89625#:~:text=pink%20could%20not,I%20viewed%20their>URL</a>)"
2042,45,045 - colors - color - white,ibogaine,Serotonergic psychedelics,"...as if i had traveled across all of existence and the colors were moving so quickly and becoming so overbearing that everything finally just exploded into a giant white light .... - TBS:0.893  (<a href=https://erowid.org/experiences/exp.php?ID=83861#:~:text=as%20if%20I,giant%20white%20light.>URL</a>)"
4288,45,045 - point - time - perception,ketamine,Dissociative psychedelics,"...to be . i must note at this point that any refernces i make to time might not be completly accurate as time had no real meaning after my shots .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=11823#:~:text=to%20be.%20I,after%20my%20shots.>URL</a>)"
4421,45,045 - point - time - perception,ketamine,Dissociative psychedelics,"...little through to on each occasion that i repeated . insofar as a perception of time remains , everything takes a very long time , and it would be very hard... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=115244#:~:text=little%20through%20to,be%20very%20hard>URL</a>)"
