,Topic Nr,Topic,Substance,Class,Document
7562,51,051 - clock - working - store,myristica spp.,Stimulants,"...red towards the end of the experience , and i had absolutely no concept of time . in what seemed like ten minutes , four hours had i recommend it to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=7008#:~:text=red%20towards%20the,recommend%20it%20to>URL</a>)"
7598,51,051 - clock - working - store,myristica spp.,Stimulants,"...i assume it is just a placebo dream . i was only half aware of time moving somewhat slower than normal . still chipper , but t no longer drowsy .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=4751#:~:text=i%20assume%20it,no%20longer%20drowsy.>URL</a>)"
7915,51,051 - clock - working - store,myristica spp.,Stimulants,"...guess was it had been about an hour , but when i looked at a clock it was am . it had been about hours since i had actually sat down... - TBS:0.932  (<a href=https://erowid.org/experiences/exp.php?ID=14636#:~:text=guess%20was%20it,actually%20sat%20down>URL</a>)"
7916,51,051 - clock - working - store,myristica spp.,Stimulants,"...in my euphoric state . t . i lost the ability to accurately tell what time it was . i could not even read the clock from the couch , but... - TBS:0.932  (<a href=https://erowid.org/experiences/exp.php?ID=83145#:~:text=in%20my%20euphoric,the%20couch,%20but>URL</a>)"
7980,51,051 - clock - working - store,myristica spp.,Stimulants,".... i must make note that at this point i started to lose track of time completely , so from here on i abstain from even guessing . as we got... - TBS:0.872  (<a href=https://erowid.org/experiences/exp.php?ID=18875#:~:text=.%20I%20must,as%20we%20got>URL</a>)"
6215,51,051 - euphoria - achieved - inability,alcohol (hard),Depressant / sedatives,"...the third stage , the drinker experiences a kind of euphoric enlightenment . through my extended slow usage , i experienced a variation of these three stages . the surface euphoria... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=58461#:~:text=the%20third%20stage,,the%20surface%20euphoria>URL</a>)"
7336,51,051 - euphoria - achieved - inability,alcohol (hard),Depressant / sedatives,"...theory that thujone effects are a myth . within minutes , we both felt a speedy sensation , happiness , mental clarity , sociability , and some visual effects . within... - TBS:0.439  (<a href=https://erowid.org/experiences/exp.php?ID=91459#:~:text=theory%20that%20thujone,visual%20effects.%20within>URL</a>)"
7262,51,051 - euphoria - achieved - inability,diphenhydramine,Depressant / sedatives,"...but no one was legs extremely restless , very very uncomfortable . euphoria is no longer more of just a i want this to end . nausea occasionally occurs , legs... - TBS:0.515  (<a href=https://erowid.org/experiences/exp.php?ID=70307#:~:text=but%20no%20one,occasionally%20occurs,%20legs>URL</a>)"
7230,51,051 - euphoria - achieved - inability,ether,Depressant / sedatives,"...i noticed profound euphoria and numbness mainly of the extremities that came on with a rapid peak and intensity . as the ether was turned into vapor and inhaled the rag... - TBS:0.538  (<a href=https://erowid.org/experiences/exp.php?ID=82982#:~:text=i%20noticed%20profound,inhaled%20the%20rag>URL</a>)"
7247,51,051 - euphoria - achieved - inability,ether,Depressant / sedatives,"...an intense sense of euphoria . the experience itself is very intense . due to fast onset , the high is achieved almost immediately . the downside is that it wears... - TBS:0.524  (<a href=https://erowid.org/experiences/exp.php?ID=74524#:~:text=an%20intense%20sense,that%20it%20wears>URL</a>)"
5936,51,051 - euphoria - achieved - inability,fentanyl,Depressant / sedatives,"...was great i got that euphoria again which i had so dearly missed for so long . so , i cut another one into pieces and chewed of those , and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=92643#:~:text=was%20great%20I,of%20those,%20and>URL</a>)"
6285,51,051 - euphoria - achieved - inability,fentanyl,Depressant / sedatives,"...the fact that the euphoria was stronger than ever , i really did i had quickly guzzled down my drink , so decided to get another . as i got up... - TBS:0.994  (<a href=https://erowid.org/experiences/exp.php?ID=48780#:~:text=the%20fact%20that,I%20got%20up>URL</a>)"
7253,51,051 - euphoria - achieved - inability,fentanyl,Depressant / sedatives,"...euphoria , but it helped with the pain , and i did really care as long as the pain was kicking the crap out of me . at that visit he... - TBS:0.519  (<a href=https://erowid.org/experiences/exp.php?ID=92643#:~:text=euphoria,%20but%20it,that%20visit%20he>URL</a>)"
6836,51,051 - euphoria - achieved - inability,heroin,Depressant / sedatives,"...hydro got me in a blissed state of euphoria a day and half . very quickly i noticed that more and more had to be taken to achieved desired results .... - TBS:0.768  (<a href=https://erowid.org/experiences/exp.php?ID=42143#:~:text=hydro%20got%20me,achieved%20desired%20results.>URL</a>)"
7307,51,051 - euphoria - achieved - inability,heroin,Depressant / sedatives,"...heavenly feeling , true and blissful contented euphoria . i of course realized before too long that it had been the pills that had done it , at first i believed... - TBS:0.462  (<a href=https://erowid.org/experiences/exp.php?ID=9791#:~:text=heavenly%20feeling,%20true,first%20I%20believed>URL</a>)"
7254,51,051 - euphoria - achieved - inability,hydrocodone,Depressant / sedatives,"...like i take a small step back in my high . waves of euphoria become longer lasting and more intense and my legs are feeling a lot lighter now , especially... - TBS:0.519  (<a href=https://erowid.org/experiences/exp.php?ID=68881#:~:text=like%20I%20take,lighter%20now,%20especially>URL</a>)"
7294,51,051 - euphoria - achieved - inability,hydrocodone,Depressant / sedatives,"...a week , but i began to fall in love with the euphoric feeling and quickly started craving it . eventually , i escalated to in the morning , at lunch... - TBS:0.483  (<a href=https://erowid.org/experiences/exp.php?ID=72487#:~:text=a%20week,%20but,morning,%20at%20lunch>URL</a>)"
6035,51,051 - euphoria - achieved - inability,jwh-018,Depressant / sedatives,"...feelings of euphoria are still sweeping through my body . i not sure for how long the high lasted , i do know that my friend made and finished his sandwich... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=86189#:~:text=feelings%20of%20euphoria,finished%20his%20sandwich>URL</a>)"
6418,51,051 - euphoria - achieved - inability,leonotis leonurus,Depressant / sedatives,"...same . food tasted the the second main difference is that it lasted a lot shorter . it hard to say when i stopped feeling the euphoria , but i estimate... - TBS:0.943  (<a href=https://erowid.org/experiences/exp.php?ID=90185#:~:text=same.%20food%20tasted,but%20I%20estimate>URL</a>)"
5544,51,051 - euphoria - achieved - inability,mitragyna speciosa,Depressant / sedatives,"...more fruit as i was the inability to smoke cigarettes lasted a couple of hours longer than the euphoria . euphoria wore off about PLACEHOLDER PLACEHOLDER , but i could manage... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=18480#:~:text=more%20fruit%20as,I%20could%20manage>URL</a>)"
7284,51,051 - euphoria - achieved - inability,morphine,Depressant / sedatives,"...and they said no . i still felt good , but the euphoria was dissipating fast . i think my dad drove me home and the first thing i did when... - TBS:0.491  (<a href=https://erowid.org/experiences/exp.php?ID=28149#:~:text=and%20they%20said,I%20did%20when>URL</a>)"
7081,51,051 - euphoria - achieved - inability,piper methysticum,Depressant / sedatives,"...euphoria but also of inability to focus and control my it makes me out for long periods of time if i take a shower after drinking it , i just stand... - TBS:0.626  (<a href=https://erowid.org/experiences/exp.php?ID=57983#:~:text=euphoria%20but%20also,I%20just%20stand>URL</a>)"
7348,51,051 - euphoria - achieved - inability,tramadol,Depressant / sedatives,"...who are keeping track . the body high was much milder now , it was slowly fading , but i was still somewhat euphoric and still in an incredibly happy i... - TBS:0.425  (<a href=https://erowid.org/experiences/exp.php?ID=7270#:~:text=who%20are%20keeping,incredibly%20happy%20i>URL</a>)"
7342,51,051 - euphoria - achieved - inability,zolpidem,Depressant / sedatives,"...affects . i felt very happy and stoned almost , it was a very enjoyable time . i got on my computer and wrote a few things , since my mind... - TBS:0.434  (<a href=https://erowid.org/experiences/exp.php?ID=56624#:~:text=affects.%20I%20felt,since%20my%20mind>URL</a>)"
9058,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...in to my fate , seeing now that i may not make it back after slowly , slowly , i am . so slowly . pieces of life come to me... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=9942#:~:text=in%20to%20my,come%20to%20me>URL</a>)"
9093,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...the world , waiting for me to make sense of it but not waiting for long there will come a reckoning , even within my own heart , where my life... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=2078#:~:text=the%20world,%20waiting,where%20my%20life>URL</a>)"
9174,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...my fate , seeing now that i may not make it back after all . slowly , slowly , i am . so slowly . pieces of life come to me... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=10153#:~:text=my%20fate,%20seeing,come%20to%20me>URL</a>)"
9214,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...though there is something more after this life , though i do feel in any hurry to leave this world . there is infinite time . i just wish that everyone... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=18397#:~:text=though%20there%20is,wish%20that%20everyone>URL</a>)"
9393,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...alive to be alive , and my body will see its end by its own time . it make sense to hurt myself , and that include living in a way... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105621#:~:text=alive%20to%20be,in%20a%20way>URL</a>)"
9423,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...than to be happy and embrace it in any way we can in what little time we have on this plane of existence . hatred , anger , greed , envy... - TBS:0.986  (<a href=https://erowid.org/experiences/exp.php?ID=15581#:~:text=than%20to%20be,anger,%20greed,%20envy>URL</a>)"
9466,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...then other lives will begin . i felt helplessness , overwhelming doom , grief , endless sadness and longing , tragedy of life . what the point in all this ,... - TBS:0.954  (<a href=https://erowid.org/experiences/exp.php?ID=115192#:~:text=then%20other%20lives,in%20all%20this,>URL</a>)"
9474,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,...living life . but there one final proviso at least do hurt me . do hurry me to my having examined the discussion above in the company of my friend PERSON...- TBS:0.948  (NO URL)
9584,51,051 - fate - final - pieces,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...life . i believe now the answer lies in the ongoing journey that is no longer dictated to me by my past . i in no way condone the use of... - TBS:0.859  (<a href=https://erowid.org/experiences/exp.php?ID=113805#:~:text=life.%20I%20believe,the%20use%20of>URL</a>)"
